0
1973
2334
1926
2126
2217
2746
0
2085
1929
2265
2260
2394
2502
0
2362
2475
2285
2238
2233
2558
0
2215
2430
1960
1899
2233
2820
0
2192
2709
2185
1961
2452
2783
0
2568
2662
1994
2074
2216
3459
0
2636
2526
2182
1707
2156
3097
0
2287
2410
2114
2018
2098
3043
0
2507
2682
2434
2170
2261
3342
0
2553
2536
2284
2133
2434
3268
0
2528
2911
2318
2184
2403
3614
0
2550
2798
2464
2097
2380
3567
0
2493
2586
2539
2102
2555
3645
0
2699
2899
2300
2404
2515
3863
0
2771
3076
2491
2547
2475
3771
0
2569
3107
2591
2265
2464
3663
0
2661
2937
2382
2227
2662
3894
0
3035
2641
2094
1681
2010
3559
0
2258
2243
1256
50
95
1641
0
1462
2204
1828
1774
2040
2700
0
3710
0
0
0
2236
3059
0
2670
2490
2094
1747
1959
2936
0
2757
2595
2170
1951
1898
3186
0
2570
2519
2318
2341
2556
3761
0
2784
2859
2600
2207
2530
3722
0
2449
2292
2162
2012
2242
3595
0
2645
2379
2528
2103
2010
3580
0
2304
2019
2106
1856
2469
3776
0
2584
2479
2532
2681
3166
3973
0
2138
1885
1723
1616
1759
3049
0
2001
1561
1610
1838
2052
3406
0
2497
2009
2466
2278
2047
3238
0
1773
2260
2274
2019
2148
3209
0
2678
1961
1929
1754
2049
3109
0
2136
1846
2023
1763
1829
2727
0
2256
2145
2512
2609
2717
4307
0
0
1731
1734
2163
2237
3207
0
2210
1900
2247
1725
3208
0
0
2232
2014
2187
1886
2089
3107
0
1729
1569
1853
1832
2125
2852
0
2224
2232
2101
1813
2188
2845
0
2054
2009
2039
1816
2106
2933
0
2148
1755
1857
1532
1801
2624
0
2020
1499
1730
1762
2025
2959
0
2346
2063
2219
1922
2155
2802
0
1921
2109
1809
1636
2070
3006
0
2496
2118
1794
1599
1803
2625
0
2121
1823
2204
1958
2216
2637
0
2251
1882
2212
1911
2184
2694
0
2089
2084
1949
1942
2239
2907
0
2317
2172
2401
1997
2292
2546
0
2145
2022
1835
1704
2049
2655
0
2231
2109
2130
1780
2152
2636
2284
2179
2083
1985
1898
2000
3019
0
2831
2490
2646
2204
2060
2736
0
2085
2027
2058
1563
2143
2901
0
2335
2435
2454
1830
2048
3048
0
2461
2185
2168
1915
2135
3097
0
2685
2362
2186
1701
2298
3082
0
2617
2322
2225
1729
2214
3120
0
2609
2255
2259
2041
2259
3231
0
2497
2321
2179
2087
2323
0
