Date_num;Qnt; Dinamic ;Week_day;Week;Month; Temp ; Pressure ; Humidity ;Wind;Marketing;;Y
44103;2322;-0,1127;2;40;9;16,4;739,4;53,3;3,75;0;;2225
44104;2225;-0,0418;3;40;9;15,3;734;64,9;5,25;0;;1729
44105;1729;-0,2229;4;40;10;15,1;736;65,9;4,142857143;0;;2214
44106;2214;0,2805;5;40;10;15,1;738,6;68,8;2,625;0;;3120
44107;3120;0,4092;6;40;10;15,6;742,5;65,6;1,5;0;;0
44108;0;-1;7;41;10;15;743,6;53,5;2,5;0;;2609
44109;2609; -     ;1;41;10;15,1;745,6;31,5;3,125;0;;2255
44110;2255;-0,1357;2;41;10;14,9;745,4;34,1;3,75;0;;2259
44111;2259;0,0018;3;41;10;15,6;742,9;45,6;4,125;0;;2041
44112;2041;-0,0965;4;41;10;14,9;742,9;46,4;4,125;0;;2259
44113;2259;0,1068;5;41;10;15,5;742,6;48,8;4,625;0;;3231
44114;3231;0,4303;6;41;10;15,1;740,6;58,5;3,25;0;;0
44115;0;-1;7;42;10;14,8;738,9;71,9;2,5;0;;2497
44116;2497; -     ;1;42;10;16,8;739,8;78,6;1,25;0;;2321
44117;2321;-0,0705;2;42;10;16,8;738,5;68,3;1,75;0;;2179
44118;2179;-0,0612;3;42;10;17,1;736,9;68;0,5;0;;2087
44119;2087;-0,0422;4;42;10;16;740,6;74;0,5;0;;2323
44120;2323;0,1131;5;42;10;15,2;740;79,4;1,2;0;;0
